,index,Sentence,Polarity_Classification
1511,1511,"bravi gli attori, mi hannostupito essendo tutti cosi giovani, Mandy Moore (Licenza di matrimonio,perchè te lo dice mamma e i passi dell'amore) è una grande attrice anche rispetto alla sua giovane età.",Positiva
1512,1512,La rivoluzione in zatteroni... Che dire?,Neutra
1513,1513,"In definitiva, siamo sul mediocre.",Negativa
1514,1514,"Nonostante sia rivolto ad un pubblico per lo più infantile, è stato una pellicola che mi ha suscitato molte emozioni.",Positiva
1515,1515,"L'unica nota dolente è la voce dei demoni, che non rende proprio per niente il senso di inquietudine che si prova guardandolo in Inglese",Neutra
1516,1516,Notevole Film di spessore nel panorama cinematografico moderno.,Positiva
1517,1517,non ve mettite scuorno?,Neutra
1518,1518,Buona visione.,Positiva
1519,1519,"Un applauso invece va all'esilarante Marco Giallini, bravissimo e divertentissimo, da sicuramente quel qualcosa in piu' al film.",Positiva
1520,1520,Grandissimo un film inimitabile...semplicemente fantastico...ti lascia sulle spine fino all'ultimo secondo...,Positiva
1521,1521,"la trama c'è non so, forse sono io che mi lascio prendere troppo dai film, ma questo è proprio il genere di cinema che preferisco.",Positiva
1522,1522,"Invece mi è sembrato piuttosto ironico, ironia nera, sulla guerra, sui morti!",Negativa
1523,1523,"Noiosetto Mi aspettavo di più da questa nuova versione tratta dal romanzo di Wilde: bella la fotografia e l'ambientazione;discreta la recitazione,ma il film,specie nel primo tempo,si trascina in situazioni ripetitive.Solo gli ultimi quindici minuti svegliano dal torpore.",Neutra
1524,1524,Però gli do un bel 3 perché il cane ed il granchio sono veramente espressivi!,Negativa
1525,1525,"anche a me non ha fatto paura, ma si sa ormai siamo in un periodo in cui tutti i film dell'horror sono:  - splatter (film preferiti dai macellai :)  - horror che nn fanno paura    Io ricordo in passato, ma intendo anni 90', che esistevano degli horror belli che ti facevano cac...e sotto, tipo che nn dormivo per una settimana.. però oggi non è più così, l'80% degli horror sono splatter e i rimanenti 40% sono tutti uguali, con trame simili che fanno gioco solo sulle tecniche dei flash immagine e sulla musica che alzandosi di colpo ti spaventa, ma poi ti rendi conto che non fa paura..",Neutra
1526,1526,"Ci sono film come ""Le ali della libertà"" e ci sono film come questo, di pura evasione (bello il gioco di parole, noo???).",Positiva
1527,1527,"intenso e profondo Questo film,o lo si ama,o lo si odia.Chi ha letto il libro ha,credo a ragione,le sue riserve.Io non l'ho letto ma ho visto il film più volte.A parte una strepitosa Meryl Streep (che da sola vale la visione del film) trovo che questa pellicola riesca a scavare così tanto nei sentimenti dei personaggi,da coinvolgere lo spettatore in una delle sceneggiature più coinvolgenti di tutti i tempi.L'amore,l'odio ed il risentimento che viene proposto sono tanto forti da sentirsene partecipi,perché sono amore che non cede al rancore,odio che non si riscatta con la morte e risentimento che non può essere cancellato.",Neutra
1528,1528,Come può questo film non lasciarti qualcosa di sè?,Positiva
1529,1529,Va da sè che se fosse stata una produzione USA con tre scene di sesso e due battaglie con 1000 comparse e le altre al computer sarebbe stato osannato da tutti e la Pradelio su canale5 ne avrebbe parlato per mesi.Fortuna che così non è stato.,Neutra
1530,1530,"Riflettete...... Un film a dir poco stupendo, sopratutto per il finale , o meglio , quello che ha trasmesso il regista.",Positiva
1531,1531,Così come 1 mi sembra il frutto di problemi personali che niente hanno a che fare con la qualità del film.,Neutra
1532,1532,Italiani popolo di permalosi Scrivere un'opinione il più possibile obbiettiva in questi tempi di guerra non è certo semplice.,Neutra
1533,1533,"Il libro l'ho letto almeno una ventina di volte, e continuerò a leggerlo.",Neutra
1534,1534,"Il 19-8 scorso l'hanno ripassato su Rai3: io non l'ho visto, ma me l'hanno ri-detto i tanti SMS e telefonate di congratulazioni inviatimi.",Neutra
1535,1535,Sono loro due senza dubbio ad elevare la qualita` artistica di un film che altrimenti sarebbe stato molto mediocre.,Positiva
1536,1536,non è un film didattico ma sicuramente stimola l'interesse ai più curiosi per un approfondimento storico.buona visione !!!,Positiva
1537,1537,Odiosa!,Negativa
1538,1538,solo chi ha dato il titolo italiano a sto film deve vergognarsi...non ha capito una mazza!,Positiva
1539,1539,"Bellissimo il film, bravissimi gli attori, in particolare Redford semplicemente perfetto nel ruolo di Tom Booker.",Positiva
1540,1540,Comunque da vedere per gli amanti del genere.,Positiva
1541,1541,A chi non lo ha ancora visto consiglio di non sprecare nè tempo per vederlo nè soldi per comprarlo o affittarlo.,Negativa
1542,1542,"Da gustare, senza altra pretesa se non di vedere tutto quello che ci si aspetta da Atkinson.",Positiva
1543,1543,"Stavolta segue i due figli dello sceriffo in una specie di Disneyland acquatica, il cui ambiente verra' stravolto dall'irruzione dell'animale, con conseguente pasto a base di turisti e addetti ai lavori.",Neutra
1544,1544,Target teenager Il film potrebbe essere apprezzato particolarmente da un pubblico femminile di teenagers.,Neutra
1545,1545,questo film si deeve rivedere migliaia di voltee è un film stupendoo cn un tema alle spalle davvero toccante!,Positiva
1546,1546,"Il significato di essere madre Il mondo improbabile e probabilissimo di Almodovar è una vera girandola di sentimenti unici, i sentimenti/base della vita, come l'amore di una vera, sottolineo vera, madre.",Neutra
1547,1547,"I personaggi, vere e proprie icone da Rich (H. Bogart) fino addirittura a Sam, il pianista, figura di marginale importanza nella trama del film ma che forse più di tutte lo rappresenta.",Positiva
1548,1548,"Mi è piaciuto moltissimo, le scene i personaggi davvero tutto.",Positiva
1549,1549,"E' sposata ma ovviamente cede alle lusinghe di un ragazzino espressivo come un merluzzo surgelato che trovi al Gs...Ragazzi io sono un difensore del dialogo cinematografico, della sintassi su celluloide, che per forza di cose deve essere fiction....Trovo però altamente improbabile che una dottoressa di medici sena frontiere finisca per diventare lei un'adolescente isterica e i ncirsi esistenziale alla sola permanenza di un ventenne che per di più ha il dialogo e l'eloquio di un bambino di terza elementare!",Negativa
1550,1550,Sei proiettili e sei concorrenti!,Neutra
1551,1551,"Merito alla regia di aver confezionato un bel gruppo di attori, di aver diretto la macchina da presa come ci si aspetterebbe da una commedia grottesca come questa, con l'equilibrio di movimento e di riflessione, e di aver avuto l'idea di una trama divertente e curiosa.",Positiva
1552,1552,"Le prove attoriali sono veramente ottime, Sam Worthington mai visto così, bravissima Zoe Saldana, sempre una sicurezza invece sono Michelle Rodriguez e Sigourney Weaver.",Positiva
1553,1553,Il peggiore della saga di Venerdì 13.,Negativa
1554,1554,"Scorrevole, ben montato, ottimamente recitato, inquadrature aeree del grattacielo da vertigini, a tratti ironico, leggero, ma adrenalinico, missione davvero impossibile da risolvere, rispetto agli accadimenti, oltretutto una squadra ridotta all' osso, senza il grandissimo V. Rames, che non poteva non mancare anzi, spero che nel prossimo M:I sia della squadra di Tom Cruise che, non deve saltare un 5° film della saga, magari ambientato nel mare, elemento ancora mancante...   Cruise, sempre giovane, atletico e in forma che mai, ci fa rizzare i capelli arrampicandosi sul grattacielo più alto del mondo, e per inciso, quando il guanto ventosa smette di far presa e sta per farlo cadere di sotto, e molto bella la scena della valigetta nel parcheggio automatico, è stata un piacevole sorpesa!",Positiva
1555,1555,Quasi sempre risulta inutile l'aiuto degli uomini che sembrano fare il solletico ai giganteschhi robots simili per alcune caratteristiche all'uomo.,Neutra
1556,1556,"Un film da vedere Film interpretato benissimo da Asia Argento che mi ha impressionato e non poco, bravi anche gli altri attori ma la cosa più importante del film cioè la storia è veritiera è una storia di problematiche nate all'interno della famiglia che formano il carattere vendicativo e ribelle di una persona nei confronti degli altri , questo è il tema dominante il recupero della persona b.monkey nato dall'amore del suo compagno dalla sua pazienza che non è da tutti e agevolata dall'intelligenza della stessa B.Monkey.Il premio finale è l'amore che trionfa e supera ogni ostacolo ;il film ha aspetti molto duri ma è questo che lo rende reale.",Positiva
