,level_0,Sentence,Polarity_Classification
1034,2157,Porte ascensore molto rumorose.,Negativa
1035,4409,Luminoso,Positiva
1036,7804,"Staff cordiale ed efficiente, colazione ottima per qualità e quantità, check in e out velocissimi, facilmente raggiungibile in auto",Positiva
1037,6155,Macchinetta delle bevande che non funzionava.,Negativa
1038,291,molto gentili e disponibili,Positiva
1039,5935,La posizione davvero strategica,Positiva
1040,8341,Consiglio qualche lavoretto di manutenzione per gareggiare con hotel di 4 o più stelle.,Negativa
1041,1076,Materasso Super scomodo,Positiva
1042,1948,Disponibilità e cordialità dello staff.,Positiva
1043,934,Non è stato possibile pagare in anticipo per regole fisse interne.,Negativa
1044,5787,Buffett ricco e tutto buonissimo,Positiva
1045,6035,grazie anche a gemma x la sua gentilezza e disponibilità .,Positiva
1046,7543,un bell hotel in ottima posizione soprattutto per raggiungere l unipol arena  Non è degno di un 4 stelle,Positiva
1047,1247,Conveniente il garage convenzionato proprio di fronte l'hotel.,Positiva
1048,2484,"Purtroppo la struttura é poco curata serranda rotta, maniglia staccata  termosifone nel bagno non funzionante e altre riparazioni fatte alla meno peggio, la pulizia della camera é appena accettabile non cambiano le asciugamani ogni giorno  ne danno solo 2 belle grandi  la camera é molto piccola",Negativa
1049,7217,Impossibile dormire per il traffico.,Negativa
1050,3753,Pulizia ordine e cortesia,Positiva
1051,4298,"Pochissimo spazio per riporre vestiti ed effetti personali, Doccia difettosa",Negativa
1052,2656,dalle foto la colazione avrebbe dovuto offrire anche cibi salati ed invece solo poca roba di dolce  Esperienza orribile.,Negativa
1053,4194,Buona insonorizzazione della camera con l'esterno in affaccio sulla piazza.,Negativa
1054,5646,L albergo dista 15 min a piedi da piazza maggiore e per arrivarci si percorre una bella strada con i portici pieni di negozi e di movimento Nel complesso giudizio ottimo,Positiva
1055,867,Il Cellulare è rimasto senza ricarica,Negativa
1056,4206,"Hotel carino e informale, in posizione comodissima con uno staff molto gentile e disponibile.",Positiva
1057,2538,Alla reception una gentile ragazza disponibile a informazioni.,Positiva
1058,5400,Spazi comuni con arredamento moderno raffinato.,Positiva
1059,2211,Staff molto gentile e disponibile.,Positiva
1060,1683,Lo stile sostanzialmente moderno in una struttura ristrutturata in pieno centro.,Positiva
1061,3674,"colazione con scelta discreta, croissant freschi, comodo per visitare il centro storico e vicino alla stazione centrale",Positiva
1062,4831,"non c'erano pantofole in camera, la cameriera è entrata a fare non so cosa mentre eravamo appena arrivati, scolo sanitari non efficiente",Negativa
1063,3489,SOLO LA VISTA PER LA POSIZIONE,Positiva
1064,4164,Pregevole il fatto che la mattina fosse già pronta la camera.,Positiva
1065,1635,Bagno sporco già all arrivo.,Negativa
1066,7947,La vista dall'albergo sul golfo di Napoli è un'esperienza che difficilmente si può dimenticare.,Positiva
1067,2422,Il nostro bagno aveva le rubinetterie da trattare con anticalcare e ripulire meglio i profili delle piastrelle,Negativa
1068,2756,"Alle 05.30 sono stato svegliato dal servizio sveglia, cosa non richiesta e decisamente fastidiosa...",Negativa
1069,6235,Servizio di portineria da mandare al macero pewrche ho rischiato di perdere il treno visto che si era dimenticato il portiere di chiamarmi cosi come gli avevo detto di fare...invece si era dimenticato.,Negativa
1070,8090,La struttura è abbastanza datata.,Negativa
1071,497,"La temperatura in bagno era un po' fredda rispetto al resto della camera, il termoarredo non era sufficiente per scaldare bene la stanza",Negativa
1072,2155,La signora alla reception molto gentile,Positiva
1073,7507,Personale molto gentile e disponibile.,Positiva
1074,8382,"Sala colazione incantevole, ombrelli a disposizione",Positiva
1075,8708,"La camera era pulita, il prezzo contenuto.",Positiva
1076,7251,nel fine settimana la carta del ristorante è molto limitata.,Negativa
1077,3919,"situato nella zona migliore per visitare napoli, sia a livello di tranquillità, sia per la posizione.",Positiva
1078,5655,Buona posizione per chi arriva dal porto e per la visita della città.,Positiva
1079,3612,"molto bello ingresso, posizione e colazione ottima",Positiva
1080,6206,La vista della camera su tutta Napoli,Positiva
1081,6136,Camera rumorosa causa finestra difettosa  Camera poco curate,Negativa
1082,6112,Personale molto gentile sia alla reception che in sala colazioni.,Positiva
1083,518,"alla reception poi sono stati vaghi sul fatto che il Comodissimo parcheggio era a pagamento,tra l'altro tra un carro attrezzi e rimossione ed 18   di garage avrei sempre scelto il garage,ma andava DETTO",Negativa
1084,7365,"Struttura datata, doccia con la tenda",Negativa
1085,8336,cortesia al check in e check out.,Positiva
1086,8686,"Il prezzo è un po' alto, con 30 euro di meno sarebbe stato molto più accettabile",Negativa
1087,7618,"Posizione Hotel ottima,staff gentile e premuroso.",Positiva
1088,1791,Bagno datato,Negativa
1089,5741,Dotata di tutti i comfort previsti dalla categoria.,Positiva
1090,1028,"L'ambiente è piacevole, pieno di ironia napoletana.",Positiva
1091,4172,"Dalla colazione internazionale alla smoking room per finire allo staff dei receptionists e dei camerieri, tutti superprofessionali.",Positiva
1092,1057,Colazione con molta varietà di scelta sia del dolce che del salato.,Positiva
1093,652,ci hanno fatto trovare delle brioches sul bancone del bar e dell'acqua.,Negativa
1094,1625,"Ottima la posizione nel cuore di Napoli,  il personale gentile, disponibile e simpatico",Positiva
1095,1639,"ottima posizione, buon livello di servizio",Positiva
1096,485,"Arredi dannegiatti e o usurati, brutti da vedere.",Negativa
1097,2872,"Posizione, a 100 mt dalla fermata Metro Manzoni e abbondanza di parcheggi.",Positiva
1098,6582,"Posizione ottima, stanza accettabile",Positiva
1099,1780,Camera doppia con terzo letto molto comoda e spaziosa.,Positiva
1100,4318,Ritornerei volentieri,Positiva
1101,7785,Quartiere pochi servizi lontano dal centro,Negativa
1102,2106,La qualità dello stile e la disponibilità delle persone.,Positiva
1103,1593,"Sala colazioni sottodimensionata  a colazione molti extra a pagamento, per generi di solito ricompresi per default anche in hotel di lignaggio nettamente inferiore.",Negativa
1104,4097,"Materasso super comodo, ottima posizione e personale gentilissimo.",Positiva
1105,5471,Colazione varia ed abbondante sia dolce  complimenti per le torte   che salata.,Positiva
1106,6776,"Comfort stanza , ben riscaldato , posizione interna silenziosa",Positiva
1107,6037,Colazione abbondante e servita in una sala con vista spettacolare.,Positiva
1108,4697,Francamente non c'è stato nulla di particolare che mi sia piaciuto,Negativa
1109,4946,"La stanza era un po' piccola, il bagno riammodernato ma non proprio impeccabile soprattutto la doccia non si chiudeva benissimo.",Negativa
1110,8136,"Scelgo sempre l'hotel Europeo perche rapporto qualit prezzo è davvero ottimo, per non parlare della sua posizione centralissima.",Positiva
1111,232,"Il bagno non molto agevole, la doccetta sarebbe migliore non fissa, la presa del letto da cambiare poichè era completamente fusa e potrebbe essere pericolosa.",Negativa
1112,2559,"Lo staff è stato gentile e disponibile, ci ha permesso di fare il check out mezz ora dopo l orario massimo nonostante fossero pieni.",Positiva
1113,5527,Molto gentile lo staff di colazione ristorante.,Positiva
1114,7596,"Bella negli anni '60, oggi un po' datata...",Negativa
1115,7325,Stanza pulita e silenziosa.,Positiva
1116,5235,"La ventola del riscaldamento, anche se impostata in modalità  not disturb , si sente distintamente e non è affatto silenziosa.",Negativa
1117,1513,"La stanza puzza di fumo da far vomitare, arieggio un paio d'ore ma nada... scendo e chiedo si esser spostata di stanza ma non è possibile.",Negativa
1118,3221,Mi aspettavo di piu'.,Negativa
1119,6485,Il personale di servizio non è evidentemente aggiornato su chi fa il check out perché alle 8 del mattino del check out hanno cominciato a bussare per rifare la camera  quando la camera l'avrei potuta lasciare alle 12 .,Negativa
1120,6667,"Sicuramente una camera con mibilio di un'epoca passata testimone di un gusto retrò ... Una ristrutturata, pur lasciando il museo però ci sta.",Negativa
1121,3961,"Camera pulita, letto spaziosissimo e comodo.",Positiva
1122,6960,colazione abbondante e molto varia,Positiva
1123,4995,Il personale è tutt'altro che cordiale e attento.,Negativa
1124,4969,un quartiere piuttosto bruttino,Negativa
1125,7026,ho pagato due volte la tassa di soggiorno.,Negativa
1126,5887,La posizione abbastanza strategica per chi vuole prendere i mezzi per visitare la città.,Positiva
1127,4169,"personale molto disponibile , sorridente e gentile   lungo via Galliera in una posizione ottima",Positiva
1128,7381,La varietà e l'abbondanza della colazione.,Positiva
1129,5225,Il personale è gentile e in grado di dare qualche consiglio sulla città  Il parcheggio convenzionato è facile da raggiungere una volta entrati a Napoli senza addentrarsi troppo tra le 1000 strade e non dista molto dall'hotel,Positiva
1130,7950,"Il prezzo ahimè non era proprio per tutte le tasche, ma è dovuto al panorama che si può godere dalla struttura.",Positiva
1131,5533,Colazione piuttosto ricca con bella veduta sul golfo,Positiva
1132,1789,"in sala colazione  ristorante si respira un aria giovanile internazionale ,multietnico e multi culturale .",Positiva
1133,2240,"Servizio adeguato, staff cordiale e professionale.",Positiva
1134,6675,"Lo staff molto gentile e premuroso, la pulizia della camera, la colazione.",Positiva
1135,3775,"Camera ampia e spaziosa, luminosa, letto comodissimo",Positiva
1136,6763,"Dovrebbero provvedere ad un immediato restauro...ho soggiornato in una junior suite e non funzionava l'aria condizionata, prontamente ho contattato la reception più e più volte la quale in teoria avrebbe dovuto segnalare il problema ai manutentori, risultato  Due giorni di sauna Quando ho chiesto, al check out, di voler interagire con il direttore per far presente il disagio da me subito la signorina mi ha risposto che era appena andato via e che si scusava per il disagio subito...erano le 13  Roba da matti  Una vergogna Non ci metterò più piede",Negativa
1137,8558,"L'impianto di condizionamento non e' funzionante, solo una finta.",Negativa
1138,7002,Volevo fare un elogio alla signora della reception che è stata veramente molto gentile e cordiale e ci ha fornito indicazioni molto utili  per il nostro soggiorno.,Positiva
1139,5783,"peraonale molto gentile,colazione ottima e super puliti.",Positiva
1140,1624,L'accoglienza e la simpatia ... la ristrutturazione degli spazi occupati dall'hotel,Positiva
1141,5393,8  Scarsa presenza di prese elettriche,Negativa
1142,2824,"Staff cordiale e disponibile, stanze pulite e ottima colazione.",Positiva
1143,875,Pulizia veramente scadente non accettabile per un 4 stelle.,Negativa
1144,6360,"La stanza è bellissima, grande e con un letto enorme.",Positiva
1145,852,Forse manca una vera convenzione con parcheggio limitrofo,Negativa
1146,6690,"il letto era scomodo, materasso durissimo.",Negativa
1147,4983,"Migliorerei l'arredamento delle stanze, un pò vintage, ma si adatta al contesto.",Negativa
1148,6572,"Ottima location centrale, buona colazione e staff molto gentile e cordiale.",Positiva
1149,4803,L'hotel sorge a pochi metri dalla fermata della metro che porta al centro città.,Positiva
1150,8637,Abbiamo anche atteso 30 minuti prima di entrare perchè la camera non era pronta  ci avevano chiesto 10 minuti .,Negativa
1151,2022,"E lì certo Non si può parcheggiare , ne transitare in auto .",Negativa
1152,4066,"cortesia del personale, colazione ricca e soddisfacente.",Positiva
1153,5145,"Posto tranquillo, disponibilità cortesia e professionalità.",Positiva
1154,7316,Un solo ascensore funzionante per un alto numero di ospiti presenti,Negativa
1155,2275,Esagerato il rapporto qualità Prezzo.,Negativa
1156,3178,"Inoltre, abbiamo avuto problemi con la cassetta di sicurezza.",Negativa
1157,8062,Colazione abbondante torte e sfogliatelle eccezionali  Camere pulite e personale gentile e disponibile,Positiva
1158,1078,"La colazione è varia, disponibile fino al termine dell'orario per tutte le proposte.",Positiva
1159,1681,Buono il materasso,Positiva
1160,8133,L'aspetto estetico dell'hotel lasciava un pò a desiderare.,Negativa
1161,170,La gentilezza del personale,Positiva
1162,1682,Camera confortevole,Positiva
1163,2118,Le notizie avute da booking sono reali.,Positiva
1164,926,"Camera veramente confortevole, ottimo il materasso, bagno pulito e con tutti gli accessori.",Positiva
1165,6267,Personale della reception molto disponibile.,Positiva
1166,8066,"e' all'interno di un cortile di un palazzo, ha una bella terrazza su cui si affacciano le camere.",Positiva
1167,4736,sinceramente in tanti anni che giro non mi era mai capitato in un hotel di livello di dover  attendere  il mio turno per fare il check in e il check out per almeno 15 minuti.,Negativa
